Luas Tanah,Luas Bangunan,Kamar Tidur,Kamar Mandi,Daya Listrik,Jumlah Lantai,Kecamatan,Sertifikat,Kondisi Perabotan,Kondisi Properti,Hook,Terjangkau Internet,Harga_Asli,Harga_Prediksi,Selisih
450,494,3,3,4400.0,2.0,dukuh pakis,HGB - Hak Guna Bangunan,Unfurnished,Bagus Sekali,Unknown,Unknown,12000000000,9791400000.0,2208600000.0
288,300,4,4,5500.0,2.0,sambikerep,HGB - Hak Guna Bangunan,Unfurnished,Bagus,Tidak,Ya,6500000000,6179400000.0,320600000.0
200,200,3,2,3500.0,1.0,tambaksari,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Ya,1600000000,2041100000.0,-441100000.0
120,155,4,3,2200.0,2.0,sukolilo,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Ya,Ya,2970000000,2978009090.9090905,-8009090.909090519
174,100,4,2,1300.0,1.0,sukolilo,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,1250000000,1462200000.0,-212200000.0
428,400,4,3,16500.0,2.0,tegalsari,SHM - Sertifikat Hak Milik,Unfurnished,Sudah Renovasi,Tidak,Ya,15800000000,14906000000.0,894000000.0
180,130,3,2,2200.0,1.0,dukuh pakis,HGB - Hak Guna Bangunan,Unfurnished,Bagus,Tidak,Ya,2900000000,2107300000.0,792700000.0
144,158,3,2,2200.0,2.0,tandes,HGB - Hak Guna Bangunan,Unfurnished,Bagus,Tidak,Ya,3400000000,2898089144.189144,501910855.81085587
193,230,5,5,2200.0,1.0,pakal,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,2950000000,3233887500.0,-283887500.0
262,180,3,4,4400.0,1.0,gubeng,"Lainnya (PPJB,Girik,Adat,dll)",Unfurnished,Unknown,Tidak,Tidak,4400000000,4561400000.0,-161400000.0
126,100,3,2,2200.0,1.0,wiyung,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,1300000000,1367800000.0,-67800000.0
85,145,3,3,2200.0,2.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Ya,1850000000,1850000000.0,0.0
686,686,3,1,2200.0,1.0,tegalsari,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,20000000000,20000000000.0,0.0
98,180,3,1,2200.0,1.0,wiyung,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,1500000000,1700800000.0,-200800000.0
160,160,6,5,1300.0,1.0,tenggilis mejoyo,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,2000000000,2269000000.0,-269000000.0
128,138,3,3,4400.0,2.0,sukolilo,HGB - Hak Guna Bangunan,Unfurnished,Bagus,Tidak,Tidak,3250000000,3287100000.0,-37100000.0
104,182,3,4,2200.0,1.0,wonocolo,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Ya,Ya,1800000000,2353236666.666667,-553236666.666667
120,180,5,4,4400.0,2.0,gubeng,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,1950000000,2390600000.0,-440600000.0
126,210,4,3,2200.0,2.0,wiyung,HGB - Hak Guna Bangunan,Unfurnished,Bagus,Tidak,Tidak,2600000000,2545336666.6666665,54663333.33333349
120,200,5,4,2200.0,2.0,mulyorejo,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,2100000000,2127500000.0,-27500000.0
100,155,4,4,2200.0,2.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Ya,1800000000,1684978571.4285715,115021428.57142854
226,250,3,4,4400.0,2.0,wiyung,SHM - Sertifikat Hak Milik,Unfurnished,Sudah Renovasi,Tidak,Ya,11000000000,4224671904.7619047,6775328095.238095
162,200,5,3,3500.0,2.0,wiyung,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,2700000000,2921300000.0,-221300000.0
222,194,3,3,2200.0,2.0,wiyung,HGB - Hak Guna Bangunan,Unfurnished,Baru,Unknown,Unknown,2300000000,4209146666.666667,-1909146666.666667
97,90,4,2,2200.0,1.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Unknown,Tidak,Tidak,900000000,1148300000.0,-248300000.0
193,176,4,3,3500.0,2.0,wiyung,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Ya,Ya,3300000000,3289000000.0,11000000.0
400,400,6,3,2200.0,1.0,kenjeran,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Ya,Ya,4500000000,6668700000.0,-2168700000.0
140,200,4,3,2200.0,2.0,mulyorejo,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Tidak,3400000000,3384000000.0,16000000.0
500,1000,6,3,2200.0,3.0,tegalsari,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,12000000000,12000000000.0,0.0
487,526,4,2,2200.0,1.0,wonokromo,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,16500000000,10951800000.0,5548200000.0
135,255,4,3,3500.0,2.0,gubeng,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,3900000000,4502600000.0,-602600000.0
96,80,3,1,1300.0,1.0,jambangan,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,1300000000,940380000.0,359620000.0
79,158,2,2,2200.0,2.0,jambangan,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,2300000000,1363132857.142857,936867142.8571429
90,66,2,2,2200.0,2.0,sambikerep,HGB - Hak Guna Bangunan,Unfurnished,Baru,Tidak,Ya,1900000000,1739550000.0,160450000.0
78,100,3,2,2200.0,3.0,sambikerep,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Ya,1350000000,1442650000.0,-92650000.0
240,150,3,2,1300.0,1.0,sukomanunggal,SHM - Sertifikat Hak Milik,Unfurnished,Butuh Renovasi,Tidak,Ya,2900000000,2568966666.6666665,331033333.3333335
200,350,5,4,5500.0,2.0,kenjeran,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,2950000000,3293933333.333334,-343933333.33333397
72,60,2,1,1300.0,1.0,lakarsantri,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,870000000,797190000.0,72810000.0
128,153,3,3,2200.0,2.0,lakarsantri,HGB - Hak Guna Bangunan,Unfurnished,Baru,Tidak,Ya,2000000000,2708700000.0,-708700000.0
78,78,2,2,2200.0,1.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Unknown,Tidak,Tidak,795000000,993650000.0,-198650000.0
115,75,3,2,2200.0,2.0,wiyung,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Ya,1400000000,3268160000.0,-1868160000.0
175,235,4,3,2200.0,2.0,wiyung,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,2250000000,2247201190.4761906,2798809.523809433
300,250,3,2,3500.0,1.0,gubeng,SHM - Sertifikat Hak Milik,Unfurnished,Sudah Renovasi,Tidak,Ya,6250000000,4547500000.0,1702500000.0
928,928,5,2,2200.0,1.0,gubeng,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,35000000000,19894633333.333336,15105366666.666664
120,170,4,3,2200.0,2.0,sukolilo,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Ya,2750000000,2572281693.959416,177718306.0405841
250,150,4,2,5500.0,2.0,tandes,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,3300000000,3016750000.0,283250000.0
575,600,4,2,4400.0,1.0,tenggilis mejoyo,SHM - Sertifikat Hak Milik,Unfurnished,Sudah Renovasi,Tidak,Ya,11000000000,11838300000.0,-838300000.0
60,80,3,2,2200.0,2.0,tandes,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,1500000000,1537250000.0,-37250000.0
84,131,3,2,1300.0,2.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Tidak,2100000000,1476750000.0,623250000.0
756,564,5,3,4400.0,2.0,wiyung,"Lainnya (PPJB,Girik,Adat,dll)",Unfurnished,Bagus,Tidak,Ya,17000000000,12102883333.333336,4897116666.666664
96,104,3,3,4400.0,2.0,sukolilo,HGB - Hak Guna Bangunan,Unfurnished,Baru,Unknown,Unknown,1900000000,1913000000.0,-13000000.0
74,120,7,2,1300.0,2.0,gubeng,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Ya,950000000,967000000.0,-17000000.0
360,450,5,3,2200.0,2.0,sukolilo,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Tidak,8500000000,5890777666.666668,2609222333.333332
60,60,3,3,3500.0,2.0,benowo,HGB - Hak Guna Bangunan,Unfurnished,Bagus,Tidak,Ya,1100000000,1264980000.0,-164980000.0
444,400,7,2,2200.0,1.0,wonokromo,SHM - Sertifikat Hak Milik,Unfurnished,Butuh Renovasi,Tidak,Ya,12000000000,11405500000.0,594500000.0
375,350,5,5,2200.0,2.0,dukuh pakis,SHM - Sertifikat Hak Milik,Unfurnished,Bagus Sekali,Unknown,Unknown,11700000000,7978300000.0,3721700000.0
96,112,3,2,2200.0,2.0,tambaksari,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,1250000000,1230600000.0,19400000.0
84,152,3,3,2200.0,1.0,kenjeran,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Ya,1200000000,1384500000.0,-184500000.0
84,89,3,2,2200.0,2.0,kenjeran,HGB - Hak Guna Bangunan,Unfurnished,Baru,Tidak,Ya,1800000000,1773491666.6666665,26508333.333333492
103,130,3,2,1300.0,1.0,wonocolo,SHM - Sertifikat Hak Milik,Unfurnished,Unknown,Tidak,Tidak,970000000,2026400000.0,-1056400000.0
235,200,4,3,2200.0,1.0,sukolilo,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,4300000000,4257000000.0,43000000.0
176,176,6,1,2200.0,1.0,bubutan,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,1000000000,2233000000.0,-1233000000.0
57,150,2,3,1300.0,3.0,kenjeran,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,1900000000,1993370000.0,-93370000.0
500,1000,6,3,2200.0,3.0,tegalsari,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,12000000000,12000000000.0,0.0
168,136,4,3,2200.0,2.0,sukolilo,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,5000000000,2919800000.0,2080200000.0
260,200,3,2,1300.0,1.0,sukolilo,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Ya,Ya,2000000000,3308100000.0,-1308100000.0
577,550,5,5,4400.0,2.0,sukomanunggal,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,12500000000,11971000000.0,529000000.0
117,175,3,3,2200.0,2.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Unknown,Unknown,2900000000,2379083552.631579,520916447.3684211
135,170,4,3,2200.0,2.0,lakarsantri,HGB - Hak Guna Bangunan,Unfurnished,Bagus,Tidak,Tidak,2800000000,2715500000.0,84500000.0
163,215,3,4,3500.0,2.0,wiyung,"Lainnya (PPJB,Girik,Adat,dll)",Unfurnished,Bagus,Ya,Ya,3900000000,3824900000.0,75100000.0
443,100,1,1,2200.0,1.0,mulyorejo,SHM - Sertifikat Hak Milik,Unfurnished,Butuh Renovasi,Tidak,Tidak,3500000000,5450000000.0,-1950000000.0
89,65,3,2,2200.0,1.0,tambaksari,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,950000000,1063490000.0,-113490000.0
500,1000,6,3,2200.0,3.0,tegalsari,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,11500000000,12000000000.0,-500000000.0
100,160,4,4,3500.0,2.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Tidak,1950000000,1950000000.0,0.0
220,185,3,3,3500.0,2.0,wiyung,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,3500000000,3257200000.0,242800000.0
105,105,3,2,4400.0,1.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,1170000000,1459700000.0,-289700000.0
180,125,3,2,2200.0,1.0,wiyung,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,2500000000,2909900000.0,-409900000.0
50,70,3,2,2200.0,1.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Ya,675000000,1075105000.0,-400105000.0
450,550,4,4,6600.0,1.0,sukomanunggal,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,9900000000,8939500000.0,960500000.0
120,190,4,3,2200.0,2.0,gubeng,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Ya,2900000000,2845513979.0764794,54486020.923520565
81,125,3,3,3500.0,2.0,lakarsantri,HGB - Hak Guna Bangunan,Unfurnished,Baru,Tidak,Ya,1700000000,1720616666.666667,-20616666.666666985
98,50,2,1,1300.0,1.0,wiyung,SHM - Sertifikat Hak Milik,Unfurnished,Butuh Renovasi,Tidak,Tidak,2950000000,3681030000.0,-731030000.0
200,200,4,2,2200.0,1.0,tenggilis mejoyo,SHM - Sertifikat Hak Milik,Unfurnished,Unknown,Tidak,Tidak,2400000000,1986133333.3333335,413866666.6666665
135,140,4,5,2200.0,2.0,sambikerep,HGB - Hak Guna Bangunan,Unfurnished,Bagus,Tidak,Tidak,3170000000,2869500000.0,300500000.0
240,200,3,2,2200.0,1.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,3000000000,2911200000.0,88800000.0
450,500,5,3,2200.0,2.0,sukolilo,HGB - Hak Guna Bangunan,Unfurnished,Bagus,Tidak,Ya,11500000000,9260300000.0,2239700000.0
202,165,3,2,3500.0,1.0,sukomanunggal,SHM - Sertifikat Hak Milik,Unfurnished,Unknown,Tidak,Tidak,2450000000,2143700000.0,306300000.0
300,450,5,5,5500.0,2.0,sukolilo,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,7500000000,6866350000.0,633650000.0
84,70,2,1,2200.0,1.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Unknown,Tidak,Tidak,850000000,905950000.0,-55950000.0
50,115,3,3,3500.0,3.0,wiyung,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Tidak,2100000000,2799816666.666667,-699816666.666667
100,140,3,3,2200.0,2.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Ya,1700000000,1720818198.8719919,-20818198.871991873
105,90,3,1,3500.0,1.0,lakarsantri,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,1650000000,1631880000.0,18120000.0
128,155,3,3,3300.0,2.0,wiyung,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,2400000000,2659084253.246753,-259084253.24675322
100,140,3,3,2200.0,2.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Ya,1700000000,1720818198.8719919,-20818198.871991873
96,126,3,2,2200.0,2.0,sukolilo,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,1500000000,1601150000.0,-101150000.0
126,238,4,4,5500.0,3.0,kenjeran,HGB - Hak Guna Bangunan,Unfurnished,Bagus,Tidak,Ya,3990000000,3896700000.0,93300000.0
186,183,4,4,2200.0,2.0,sukolilo,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,3850000000,3132100000.0,717900000.0
385,260,6,3,2200.0,1.0,sukomanunggal,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,3190000000,5538200000.0,-2348200000.0
268,310,4,2,3500.0,2.0,gubeng,SHM - Sertifikat Hak Milik,Unfurnished,Unknown,Tidak,Tidak,2800000000,3732000000.0,-932000000.0
240,400,4,5,2200.0,3.0,sambikerep,"Lainnya (PPJB,Girik,Adat,dll)",Unfurnished,Baru,Tidak,Ya,7100000000,6709333333.333334,390666666.66666603
48,63,3,2,1300.0,2.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Ya,655000000,685247500.0,-30247500.0
112,80,2,2,2200.0,1.0,wiyung,HGB - Hak Guna Bangunan,Unfurnished,Butuh Renovasi,Tidak,Ya,2900000000,3465711666.666667,-565711666.666667
60,60,2,1,1300.0,1.0,rungkut,HGB - Hak Guna Bangunan,Unfurnished,Bagus,Tidak,Ya,650000000,697010000.0,-47010000.0
105,95,3,1,2200.0,1.0,pakal,SHM - Sertifikat Hak Milik,Unfurnished,Unfurnished,Tidak,Ya,1100000000,1138400000.0,-38400000.0
102,124,4,4,2200.0,2.0,tambaksari,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Ya,1670000000,1663600000.0,6400000.0
90,130,4,3,2200.0,2.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Ya,1850000000,1837230923.575778,12769076.424221992
96,132,3,2,3500.0,2.0,sukolilo,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,1600000000,1711000000.0,-111000000.0
568,700,7,5,6600.0,2.0,gayungan,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,6500000000,14136000000.0,-7636000000.0
126,210,4,3,3500.0,2.0,wiyung,HGB - Hak Guna Bangunan,Unfurnished,Baru,Tidak,Ya,2600000000,2731029591.401778,-131029591.40177822
150,216,5,3,2200.0,2.0,sambikerep,HGB - Hak Guna Bangunan,Unfurnished,Bagus,Tidak,Tidak,1700000000,2811200000.0,-1111200000.0
179,179,3,3,2200.0,2.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Ya,2900000000,2483700000.0,416300000.0
340,500,7,5,2200.0,2.0,dukuh pakis,SHM - Sertifikat Hak Milik,Unfurnished,Butuh Renovasi,Tidak,Ya,5200000000,8204400000.0,-3004400000.0
150,150,3,2,2200.0,1.0,sambikerep,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,2900000000,2659000000.0,241000000.0
116,71,3,2,2200.0,2.0,wiyung,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,1330000000,1704966666.666667,-374966666.666667
135,250,4,2,3500.0,2.0,sukolilo,HGB - Hak Guna Bangunan,Unfurnished,Baru,Tidak,Ya,3500000000,3520700000.0,-20700000.0
100,55,3,1,1300.0,1.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Ya,825000000,793550807.8589795,31449192.141020536
93,135,3,2,2200.0,2.0,wiyung,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Ya,1950000000,2675750000.0,-725750000.0
84,60,2,1,1300.0,1.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Ya,760000000,706730000.0,53270000.0
63,110,3,3,2200.0,2.0,tambaksari,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Unknown,Unknown,1200000000,1195166666.6666667,4833333.333333254
90,70,2,1,1300.0,1.0,lakarsantri,HGB - Hak Guna Bangunan,Unfurnished,Bagus,Tidak,Tidak,640000000,1228725000.0,-588725000.0
500,1000,6,3,2200.0,3.0,tegalsari,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,12000000000,12000000000.0,0.0
75,120,3,3,2200.0,2.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Tidak,1400000000,1399571428.5714285,428571.42857146263
360,450,4,3,2200.0,2.0,sambikerep,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,4600000000,5985183333.333332,-1385183333.333332
120,195,4,3,2200.0,2.0,sukolilo,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Tidak,2800000000,2872773809.52381,-72773809.52380991
231,175,5,3,1300.0,1.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,2500000000,3188866666.666666,-688866666.666666
142,185,4,3,2200.0,2.0,wiyung,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Tidak,2250000000,4368670000.0,-2118670000.0
80,102,2,2,2200.0,2.0,wiyung,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Tidak,1650000000,1793809523.8095238,-143809523.80952382
222,330,4,5,2200.0,2.0,sambikerep,HGB - Hak Guna Bangunan,Unfurnished,Baru,Tidak,Ya,6450000000,6658300000.0,-208300000.0
375,600,4,3,2200.0,2.0,dukuh pakis,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,14000000000,11073500000.0,2926500000.0
65,110,4,3,2200.0,2.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Tidak,1200000000,1295500216.4502163,-95500216.4502163
120,170,4,3,2200.0,2.0,sukolilo,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Ya,2500000000,2572281693.959416,-72281693.95941591
330,750,4,5,5500.0,4.0,sukolilo,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Unknown,Unknown,13000000000,12834900000.0,165100000.0
50,60,2,1,1300.0,2.0,wiyung,HGB - Hak Guna Bangunan,Unfurnished,Baru,Tidak,Tidak,3100000000,2075430000.0,1024570000.0
71,97,3,3,2200.0,2.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Ya,1350000000,1350000000.0,0.0
200,350,4,3,2200.0,2.0,mulyorejo,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,2950000000,3142500000.0,-192500000.0
126,170,4,3,2200.0,2.0,mulyorejo,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,3000000000,2868000000.0,132000000.0
100,80,2,2,1300.0,2.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Unknown,Tidak,Ya,650000000,955340000.0,-305340000.0
148,225,3,3,3500.0,2.0,wiyung,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Ya,3500000000,3058729166.666666,441270833.33333397
105,90,3,1,3500.0,1.0,lakarsantri,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,1650000000,1631880000.0,18120000.0
165,121,3,2,2200.0,1.0,mulyorejo,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,1800000000,1816500000.0,-16500000.0
300,300,4,3,5500.0,2.0,wiyung,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Ya,Ya,5800000000,4778466666.666666,1021533333.333334
120,80,2,1,2200.0,1.0,pakal,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,825000000,866755357.1428571,-41755357.142857075
84,64,2,1,1300.0,1.0,rungkut,HGB - Hak Guna Bangunan,Unfurnished,Bagus,Tidak,Ya,800000000,748070000.0,51930000.0
124,165,3,3,2200.0,2.0,gayungan,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Tidak,3000000000,2887300000.0,112700000.0
67,130,3,3,2200.0,2.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Ya,1100000000,1143400000.0,-43400000.0
90,90,4,2,1300.0,2.0,sukolilo,SHM - Sertifikat Hak Milik,Unfurnished,Unknown,Tidak,Tidak,1250000000,1189540000.0,60460000.0
51,58,2,2,2200.0,2.0,wiyung,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Tidak,7000000000,1503880000.0,5496120000.0
619,619,2,1,2200.0,1.0,gubeng,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,4500000000,4500000000.0,0.0
200,180,3,2,2200.0,1.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,1800000000,2344500000.0,-544500000.0
208,175,4,3,4400.0,2.0,sukolilo,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,3000000000,2964966666.666667,35033333.333333015
480,480,4,3,2200.0,1.0,sukomanunggal,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,6500000000,7956133333.333334,-1456133333.333334
504,520,7,3,10600.0,1.0,genteng,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,12500000000,13817583333.333336,-1317583333.3333359
270,170,3,3,3300.0,2.0,wiyung,HGB - Hak Guna Bangunan,Unfurnished,Bagus,Tidak,Ya,3750000000,3274383333.333333,475616666.666667
130,80,3,3,2200.0,1.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,1700000000,1694389582.6395822,5610417.360417843
200,90,3,2,2200.0,1.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,1200000000,1715225000.0,-515225000.0
243,300,4,3,10600.0,2.0,dukuh pakis,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,6450000000,5963257142.857143,486742857.1428566
250,350,5,4,3300.0,2.0,gubeng,"Lainnya (PPJB,Girik,Adat,dll)",Unfurnished,Unknown,Tidak,Tidak,2600000000,3706616666.666667,-1106616666.666667
135,135,5,2,2200.0,2.0,tambaksari,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Unknown,Unknown,1800000000,1487766666.666667,312233333.333333
65,110,4,3,2200.0,2.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Ya,Ya,1200000000,1268109126.9841266,-68109126.98412657
135,130,3,1,2200.0,1.0,gubeng,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,2300000000,2291000000.0,9000000.0
144,200,3,2,4400.0,2.0,wonokromo,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,2690000000,2994866666.666666,-304866666.66666603
302,343,4,4,2200.0,2.0,gubeng,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,8000000000,5139400000.0,2860600000.0
82,120,3,3,2200.0,2.0,sukolilo,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Ya,1800000000,1800000000.0,0.0
60,64,3,2,2200.0,2.0,sambikerep,"Lainnya (PPJB,Girik,Adat,dll)",Unfurnished,Baru,Tidak,Ya,1590000000,1511545000.0,78455000.0
55,85,2,2,1300.0,2.0,kenjeran,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Ya,1600000000,1129090000.0,470910000.0
128,160,3,2,2200.0,1.0,wiyung,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Unknown,Unknown,2900000000,2610000000.0,290000000.0
50,65,2,1,1300.0,2.0,wiyung,"Lainnya (PPJB,Girik,Adat,dll)",Unfurnished,Bagus,Tidak,Tidak,4000000000,2813925000.0,1186075000.0
150,181,5,2,2200.0,2.0,dukuh pakis,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,2500000000,2491985714.2857146,8014285.714285374
107,107,2,1,2200.0,1.0,tambaksari,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,950000000,947400000.0,2600000.0
626,626,6,4,2200.0,1.0,tenggilis mejoyo,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,10000000000,11273100000.0,-1273100000.0
645,482,5,4,2200.0,1.0,tenggilis mejoyo,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,3500000000,7148316666.666666,-3648316666.666666
